text,label,split
"Interested in OpenTelemetry? Wanna work with me? We're hiring for the Observability team at Heroku. We're building tooling for internal teams, and the org culture is the most supportive I've ever experienced anywhere.

Job posting to come, but DM me if you're interested!",0,test
"Imagine filtering hundreds of resumes in minutes. 🤯 An n8n workflow does exactly that. Auto-screen based on job needs & save hours. Focus on candidates, not screening fatigue. DM me = CV I will provide the link",1,test
Men and women self assess against job requirements differently. So I am going to try something: not linking a job req! We're hiring developers on my team. I especially want you brilliant women who are always underestimating yourselves to think about dropping me a DM. I'm nice.,2,test
"I could put in a word for you at my job, working remotely at a queer clinic and genuinely really love the work we do someone just left the department I work in, and I know we're hiring for other departments. send me a DM if you want more info (I'd rather not post about my workplace on my furry bsky)",1,test
"🚨JOB ALERT : ENGINEERING SEISMOLOGIST 🚨

Come and work with us in the Seismic Hazards Program at the California Geological Survey! 

💰 $6,488 - $12,215 / month

📆 Application due: 11/17/2025

calcareers.ca.gov/CalHrPublic/...",0,test
"Might be hiring a part time junior PM in January. Starting at 1 day a week. DM me for job description, etc!",0,test
"University of Utah Dept of Sociology and Criminology is hiring a tenure track assistant professor! I’m happy to chat and answer any questions about the job, SLC, etc. DM or email me.

PS: we are a great group of colleagues to have 😁

Link:

utah.peopleadmin.com/postings/187...",0,test
"JOURNALISM JOB:

Pink Triangle Press (Xtra's parent company) is hiring a Community Manager to work on an exciting new health content project. 

Remote full-time work. Must be based in Canada, must be bilingual in English/French. 

DM me if you have any Qs! 

  www.linkedin.com/jobs/view/41...",0,test
"#Detroit Remote Job Data Entry Clerks. Flexible hours + pay up to $25/hr. Work from home, work on your schedule. #Jobs #Hiring #Career",1,test
"My current job is hiring for another position on my team. 17/hr, fully remote in USA, medical document review and phone calls are primary job functions. If we're mutuals or have at least talked in the past, or idk you just promise not to be weird and doxx me to my job, DM me for a link.",1,test
"Are you a social media manager who is passionate about the culture and lives of Texans? 

Our incredible social media manager was recruited for an exciting, glossy new opportunity, which means ...we’re hiring! 

Come work with us at 
@thebarbedwire.com
 💕 

http://www.journalismjobs.com/job-listing/...",0,test
"Are you looking for a job in a non-profit scholarly association in the DC area? My association is hiring for two positions right now: a membership manager and an accounting specialist. Competitive pay, great benefits, and an honestly fantastic bunch of people to work with. DM me for details.",0,test
"We’re hiring a tenure track faculty in higher education at SHU. 

DM me for details! 

Forward widely to students and colleagues. jobs.shu.edu/cw/en-us/job...",0,test
"at this point id happily trade sexual favors for a job. morally dubious hiring managers in the KC metro area, dm me!",2,test
"Nice to meetcha pandacabra! DM me if you want to talk job hunt, I'll be happy to take some info and pass along to other hiring managers if I spot a potential fit.",0,test
"No Office, No Boss – Just Data Entry and Income! Numeric Data Entry: Focuses primarily on numbers. Think of accounting clerks entering invoices, financial, Alphanumeric Data Entry: ...Read more: worldwidehomeoffice.blogspot.com/2025/09/data... #WorkFromHome  #RemoteJobsUSA #dataentryjobs",2,test
Oh and I almost forgot we are hiring from what I heard they need at least 90 new people before the end of the year! Need a job? DM ME!,2,test
Come work with us at MSR AI Frontiers and help us figure out reasoning! We're hiring at the Senior Researcher level (eg post phd). Please drop me a DM if you do! jobs.careers.microsoft.com/us/en/job/17...,0,test
"Are you on the job market? Our department at the University of Waterloo is hiring for multiple tenure track positions in CS, please apply here! Feel free to DM me with questions. cs.uwaterloo.ca/tenure-track...",0,test
"Oslo Met is hiring an associate prof in econ! What a nice department. Deadline 26 Nov. If you want to know more about life in a Nordic utopia feel free to dm me 
www.oslomet.no/en/work/job-...",0,test
"📢📢📢 Job alert !! 📢📢📢

We are looking for a new member of our research team (doctoral student or postdoc) whose focus will be on LED fabrication and characterisation.

For further particulars, please check the job ad: www.tu-chemnitz.de/verwaltung/p...

⏰ Deadline 27 Nov. 2025",0,test
